法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
府省令,昭和五十年労働省令第二十号,作業環境測定法施行規則,さぎょうかんきょうそくていほうしこうきそく,,昭和五十年八月一日,労働安全衛生法及び作業環境測定法の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和八年厚生労働省令第三号,令和八年一月二十日,令和八年四月一日,,350M50002000020,https://laws.e-gov.go.jp/law/350M50002000020/20260401_508M60000100003,
法律,昭和五十一年法律第三十三号,建設労働者の雇用の改善等に関する法律,けんせつろうどうしゃのこようのかいぜんとうにかんするほうりつ,,昭和五十一年五月二十七日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,351AC0000000033,https://laws.e-gov.go.jp/law/351AC0000000033/20250601_504AC0000000068,
法律,昭和五十一年法律第三十四号,賃金の支払の確保等に関する法律,ちんぎんのしはらいのかくほとうにかんするほうりつ,,昭和五十一年五月二十七日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,351AC0000000034,https://laws.e-gov.go.jp/law/351AC0000000034/20250601_504AC0000000068,
政令,昭和五十一年政令第百六十九号,賃金の支払の確保等に関する法律施行令,ちんぎんのしはらいのかくほとうにかんするほうりつせこうれい,,昭和五十一年六月二十八日,雇用保険法等の一部を改正する法律の一部の施行に伴う関係政令の整備等及び経過措置に関する政令　抄,平成二十一年政令第二百九十六号,平成二十一年十二月二十四日,平成二十二年一月一日,,351CO0000000169,https://laws.e-gov.go.jp/law/351CO0000000169/20100101_421CO0000000296,
政令,昭和五十一年政令第二百五十二号,高年齢者等の雇用の安定等に関する法律施行令,こうねんれいしゃとうのこようのあんていとうにかんするほうりつしこうれい,,昭和五十一年九月二十八日,独立行政法人男女共同参画機構法の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第三百九十五号,令和七年十一月二十八日,令和八年四月一日,,351CO0000000252,https://laws.e-gov.go.jp/law/351CO0000000252/20260401_507CO0000000395,
府省令,昭和五十一年厚生省令第二十七号,未払賃金の立替払事業に係る船員の立替払賃金の請求の手続等に関する省令,みばらいちんぎんのたてかえばらいじぎょうにかかるせんいんのたてかえばらいちんぎんのせいきゅうのてつづきとうにかんするしょうれい,,昭和五十一年六月三十日,,平成二十八年厚生労働省令第五十六号,平成二十八年三月三十一日,平成二十八年四月一日,,351M50000100027,https://laws.e-gov.go.jp/law/351M50000100027/20160401_428M60000100056,
府省令,昭和五十一年運輸省令第二十六号,船員に関する賃金の支払の確保等に関する法律施行規則,せんいんにかんするちんぎんのしはらいのかくほとうにかんするほうりつしこうきそく,,昭和五十一年六月二十八日,国土交通省の所管する法律の規定に基づく立入検査等の際に携帯する職員の身分を示す証明書の様式の特例に関する省令の一部を改正する省令,令和六年国土交通省令第二十六号,令和六年三月二十九日,令和六年四月一日,,351M50000800026,https://laws.e-gov.go.jp/law/351M50000800026/20240401_506M60000800026,
府省令,昭和五十一年厚生省・運輸省令第一号,船員に係る未払賃金の額の確認等に関する省令,せんいんにかかるみばらいちんぎんのがくのかくにんとうにかんするしょうれい,,昭和五十一年六月二十八日,,平成十八年厚生労働省・国土交通省令第二号,平成十八年四月二十八日,平成十八年五月一日,,351M50000900001,https://laws.e-gov.go.jp/law/351M50000900001/20060501_418M60000900002,
府省令,昭和五十一年労働省令第二十六号,賃金の支払の確保等に関する法律施行規則,ちんぎんのしはらいのかくほとうにかんするほうりつせこうきそく,,昭和五十一年六月二十八日,賃金の支払の確保等に関する法律施行規則の一部を改正する省令,令和八年厚生労働省令第四号,令和八年一月二十日,令和八年一月二十日,,351M50002000026,https://laws.e-gov.go.jp/law/351M50002000026/20260120_508M60000100004,
府省令,昭和五十一年労働省令第二十九号,建設労働者の雇用の改善等に関する法律施行規則,けんせつろうどうしゃのこようのかいぜんとうにかんするほうりつしこうきそく,,昭和五十一年八月十六日,雇用保険法施行規則及び建設労働者の雇用の改善等に関する法律施行規則の一部を改正する省令,令和八年厚生労働省令第七十七号,令和八年四月八日,令和八年四月八日,,351M50002000029,https://laws.e-gov.go.jp/law/351M50002000029/20260408_508M60000100077,
府省令,昭和五十一年労働省令第三十八号,障害者の雇用の促進等に関する法律施行規則,しょうがいしゃのこようのそくしんとうにかんするほうりつしこうきそく,,昭和五十一年九月三十日,高次脳機能障害者支援法の施行に伴う厚生労働省関係省令の整備に関する省令,令和八年厚生労働省令第五十二号,令和八年三月三十一日,令和八年四月一日,,351M50002000038,https://laws.e-gov.go.jp/law/351M50002000038/20260401_508M60000100052,
府省令,昭和五十一年労働省令第三十八号,障害者の雇用の促進等に関する法律施行規則,しょうがいしゃのこようのそくしんとうにかんするほうりつしこうきそく,,昭和五十一年九月三十日,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律の施行に伴う厚生労働省関係省令の整備に関する省令,令和八年厚生労働省令第十八号,令和八年二月二十六日,令和八年十月一日,,351M50002000038,https://laws.e-gov.go.jp/law/351M50002000038/20261001_508M60000100018,○
法律,昭和五十二年法律第九十四号,国際協定の締結等に伴う漁業離職者に関する臨時措置法,こくさいきょうていのていけつとうにともなうぎょぎょうりしょくしゃにかんするりんじそちほう,,昭和五十二年十二月二十六日,駐留軍関係離職者等臨時措置法及び国際協定の締結等に伴う漁業離職者に関する臨時措置法の一部を改正する法律,令和五年法律第八号,令和五年三月三十一日,令和五年三月三十一日,,352AC1000000094,https://laws.e-gov.go.jp/law/352AC1000000094/20230331_505AC0000000008,
法律,昭和五十二年法律第九十六号,船員の雇用の促進に関する特別措置法,せんいんのこようのそくしんにかんするとくべつそちほう,,昭和五十二年十二月二十六日,船員法等の一部を改正する法律,令和七年法律第三十二号,令和七年五月十四日,令和八年五月十三日,,352AC1000000096,https://laws.e-gov.go.jp/law/352AC1000000096/20260513_507AC0000000032,
法律,昭和五十二年法律第九十六号,船員の雇用の促進に関する特別措置法,せんいんのこようのそくしんにかんするとくべつそちほう,,昭和五十二年十二月二十六日,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律等の一部を改正する法律,令和七年法律第六十三号,令和七年六月十一日,令和八年十月一日,,352AC1000000096,https://laws.e-gov.go.jp/law/352AC1000000096/20261001_507AC0000000063,○
政令,昭和五十二年政令第三十三号,労働者災害補償保険法施行令,ろうどうしゃさいがいほしょうほけんほうしこうれい,,昭和五十二年三月二十三日,雇用保険法等の一部を改正する法律の一部の施行に伴う関係政令の整備に関する政令,令和二年政令第二百十九号,令和二年七月八日,令和二年九月一日,,352CO0000000033,https://laws.e-gov.go.jp/law/352CO0000000033/20200901_502CO0000000219,
政令,昭和五十二年政令第三百二十九号,国際協定の締結等に伴う漁業離職者に関する臨時措置法施行令,こくさいきょうていのていけつとうにともなうぎょぎょうりしょくしゃにかんするりんじそちほうせこうれい,,昭和五十二年十二月二十六日,漁業法等の一部を改正する等の法律の施行に伴う関係政令の整備及び経過措置に関する政令,令和二年政令第二百十七号,令和二年七月八日,令和二年十二月一日,,352CO0000000329,https://laws.e-gov.go.jp/law/352CO0000000329/20201201_502CO0000000217,
